etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Standard Albanian | Output {GOLD}
697    | #ˌoliːwˈɑːnum# | *#ˌoʎiːˈɑːnu# | *#ˌoʎiˈɑnu# | *#ʎəˈɑnu# | *#ʎəˈɑnu# | *#ʎəˈɑnu# | *#ʎˈãː# {GOLD: #ˌulˠˈĩː#} | *#ʎˈəː# {GOLD: >*} | *#jˈə# {GOLD: >*} | *#jˈə# | *#jˈə# {GOLD: #ulˠˈi#}
698    | #ˈoperɑ# | *#ˈopərɑ# | *#ˈoprɑ# | *#ˈɔprɑ# | *#ˈɔprɑ# | *#ˈɔprɑ# | *#hˈɔprə# {GOLD: >*} | *#hˈɔpɾə# {GOLD: >*} | *#hˈɔpɾə# {GOLD: #vˈɛpəɾ#} | *#hˈɔpɾə# | *#hˈɔpɾə# {GOLD: #vˈɛpəɾ#}
699    | #ˌoːrˈɑːnioː# | *#βˌoːrˈɑːɲoː# | *#βˌørˈɑɲø# | *#βərˈɑɲɛ# | *#βərˈɑɲɛ# | *#βərˈɑɲɛ# | *#vərˈãːɲ# {GOLD: >*} | *#vəɾˈəːɲ# {GOLD: >*} | *#vəɾˈəɲ# {GOLD: >*} | *#vəɾˈəɲ# | *#vəɾˈəɲ# {GOLD: #uɾˈɔj#}
700    | #ˈoːrbum# | *#βˈoːrbu# | *#βˈørbu# | *#βˈɛrbu# | *#βˈɛrbu# | *#βˈɛrbu# | *#vˈɛːrb# {GOLD: #vˈɛɾb#} | *#vˈɛːɾb# {GOLD: >*} | *#vˈɛɾb# {GOLD: >*} | *#vˈɛɾb# | *#vˈɛɾb# {GOLD: #vˈɛɾb#}
701    | #ˌordinˈɑːnioː# | *#ˌordinˈɑːɲoː# | *#ˌorðenˈɑɲø# | *#ərðənˈɑɲɛ# | *#ərðənˈɑɲɛ# | *#ərðənˈɑɲɛ# | *#hərðə̃nˈãːɲ# {GOLD: >*} | *#həɾðə̃ɾˈəːɲ# {GOLD: >*} | *#həɾðəɾˈəɲ# {GOLD: #ˌuɾðəɾˈɔɲ#} | *#həɾðəɾˈəɲ# | *#həɾðəɾˈəɲ# {GOLD: #uɾðəɾˈɔj#}
702    | #ˌordinˈɑːtɑm# | *#ˌordinˈɑːtɑ# | *#ˌorðenˈɑtɑ# | *#ərðənˈɑtɑ# | *#ərðənˈɑtɑ# | *#ərðənˈɑtɑ# | *#hərðə̃nˈatə# {GOLD: >*} | *#həɾðə̃ɾˈatə# {GOLD: >*} | *#həɾðəɾˈatə# {GOLD: #uɾðəɾˈatə#} | *#həɾðəɾˈatə# | *#həɾðəɾˈatə# {GOLD: #uɾðəɾˈatə#}
703    | #ˈordinem# | *#ˈordəne# | *#ˈorðnɛ# | *#ˈɛrðnɛ# | *#ˈɛrðnɛ# | *#ˈɛrðnɛ# | *#hˈɛːrðn# {GOLD: #ˈuɾðə̃ɾ̃ə#} | *#hˈɛːɾðn# {GOLD: >*} | *#hˈɛɾðn# {GOLD: >*} | *#hˈɛɾðn# | *#hˈɛɾðn# {GOLD: #ˈuɾðəɾ#}
704    | #ˈornum# | *#ˈornu# | *#ˈornu# | *#ˈuo̯rnu# | *#ˈuo̯rnu# | *#ˈuo̯rnu# | *#hˈuo̯rn# {GOLD: #wˈɔr#} | *#hˈua̯ɾn# {GOLD: >*} | *#hˈua̯ɾn# {GOLD: >*} | *#hˈua̯ɾn# | *#hˈua̯ɾn# {GOLD: #vˈar#}
705    | #ˈorfɑnum# | *#ˈorfənu# | *#ˈorfnu# | *#ˈuo̯rfnu# | *#ˈuo̯rfnu# | *#ˈuo̯rfnu# | *#hˈuo̯rfn# {GOLD: #wˈɔɾfəɾ̃ə#} | *#hˈua̯ɾfn# {GOLD: >*} | *#hˈua̯ɾfn# {GOLD: >*} | *#hˈua̯ɾfn# | *#hˈua̯ɾfn# {GOLD: #vˈaɾfəɾ#}
706    | #ˌoːskitˈɑːnioː# | *#βˌoːskitˈɑːɲoː# | *#βˌøsjetˈɑɲø# | *#βəsjətˈɑɲɛ# | *#βəʃjətˈɑɲɛ# | *#βəʃjətˈɑɲɛ# | *#vəʃjətˈãːɲ# {GOLD: >*} | *#vəʃjətˈəːɲ# {GOLD: >*} | *#vəʃjətˈəɲ# {GOLD: >*} | *#vəʃjətˈəɲ# | *#vəʃjətˈəɲ# {GOLD: #uʃtˈɔj#}
707    | #ˈoːtum# | *#βˈoːtu# | *#βˈøtu# | *#βˈɛtu# | *#βˈɛtu# | *#βˈɛtu# | *#vˈɛt# {GOLD: #ɦˈut#} | *#vˈɛt# {GOLD: >*} | *#vˈɛt# {GOLD: >*} | *#vˈɛt# | *#vˈɛt# {GOLD: #ˈut#}
708    | #ˌoːwˈɑːtiɑ# | *#βˌoːˈɑːtjɑ# | *#βˌøˈɑtjɑ# | *#βəˈɛtjɑ# | *#βəˈɛ?1ɑ# | *#βəˈɛ?1ɑ# | *#vˈɛː?1ə# {GOLD: #wˈɔɛsə#} | *#vˈɛː?1ə# {GOLD: #vˈɔe̯sə#} | *#vˈɛ?1ə# {GOLD: #vˈae̯sə#} | *#vˈɛ?1ə# | *#vˈɛ?1ə# {GOLD: #vˈɛsə#}
709    | #ˈoːwum# | *#βˈoːu# | *#βˈøu# | *#βˈye̯u# | *#βˈye̯u# | *#βˈye̯u# | *#vˈye̯# {GOLD: #βˈɔe̯#} | *#vˈye̯# {GOLD: #vˈɔe̯#} | *#vˈye̯# {GOLD: #vˈae̯#} | *#vˈye̯# | *#vˈye̯# {GOLD: #vˈɛ#}
710    | #pˌɑːbulˈɑːnioː# | *#pˌɑːulːˈɑːɲoː# | *#pˌɑulːˈɑɲø# | *#pəəlːˈɑɲɛ# | *#pəəlːˈɑɲɛ# | *#pəəlːˈɑɲɛ# | *#pəəlːˈãːɲ# {GOLD: >*} | *#pəəlˠˈəːɲ# {GOLD: >*} | *#pəəlˠˈəɲ# {GOLD: >*} | *#pəəlˠˈəɲ# | *#pəəlˠˈəɲ# {GOLD: #palˠˈɔj#}
711    | #pˌɑdˈuːlem# | *#pˌɑdˈuːʎe# | *#pˌɑˈyʎɛ# | *#pəˈyʎɛ# | *#pəˈyʎɛ# | *#pəˈyʎɛ# | *#pˈyːʎ# {GOLD: >*} | *#pˈyːʎ# {GOLD: >*} | *#pˈyj# {GOLD: >*} | *#pˈyj# | *#pˈyj# {GOLD: #pˈylˠ#}
712    | #pˌae̯nitˈeːnioː# | *#pˌɛnitˈeːɲoː# | *#pˌɛnetˈeɲø# | *#pəntˈɛɲɛ# | *#pəndˈɛɲɛ# | *#pəndˈɛɲɛ# | *#pə̃ndˈɛ̃ːɲ# {GOLD: >*} | *#pə̃ndˈɛ̃ːɲ# {GOLD: #pˌɛ̃ːndˈɔ̃ɲ#} | *#pəndˈɛɲ# {GOLD: >*} | *#pəndˈɛɲ# | *#pənˈɛɲ# {GOLD: #pɛndˈɔj#}
713    | #pˌae̯nitˈentiɑm# | *#pˌɛnitˈentjɑ# | *#pˌɛnetˈɛntjɑ# | *#pəntˈintjɑ# | *#pəndˈin?1̬ɑ# | *#pəndˈin?1̬ɑ# | *#pə̃ndˈĩːn?1̬ə# {GOLD: >*} | *#pə̃ndˈĩːn?1̬ə# {GOLD: >*} | *#pəndˈin?1̬ə# {GOLD: >*} | *#pəndˈin?1̬ə# | *#pənˈin?1̬ə# {GOLD: #pɛndˈɛsə#}
714    | #pˌɑɡˈɑːnɑ# | *#pˌɑɡˈɑːnɑ# | *#pˌɑɡˈɑnɑ# | *#pəɡˈɑnɑ# | *#pəɡˈɑnɑ# | *#pəɡˈɑnɑ# | *#pəɡˈãːnə# {GOLD: #pəɡˈɑ̃ɾ̃ə#} | *#pəɡˈəːɾə# {GOLD: >*} | *#pəɡˈəɾə# {GOLD: >*} | *#pəɡˈəɾə# | *#pəɡˈəɾə# {GOLD: #pəɡˈəɾə#}
715    | #pˌɑɡɑːtˈuːrɑm# | *#pˌɑɡɑːtˈuːrɑ# | *#pˌɑɡɑtˈyrɑ# | *#pəɡətˈyrɑ# | *#pəɡətˈyrɑ# | *#pəɡətˈyrɑ# | *#pəɡətˈyːrə# {GOLD: >*} | *#pəɡətˈyːɾə# {GOLD: >*} | *#pəɡətˈyɾə# {GOLD: >*} | *#pəɡətˈyɾə# | *#pəɡətˈyɾə# {GOLD: #paɡətˈyɾə#}
716    | ... | ... | ... | ... | *#pˌaɡˈɒwɔɲɔ# | *#pˌaɡˈɒwɔɲɔ# | *#pˌaɡˈawɔ̃ɲ# {GOLD: >*} | *#pˌaɡˈawãɲ# {GOLD: >*} | *#pəɡˈawaɲ# {GOLD: >*} | *#pəɡˈawaɲ# | *#pəɡˈawaɲ# {GOLD: #paɡˈua̯j#}
717    | #pˈɑːlɑ# | *#pˈɑːlːɑ# | *#pˈɑlːɑ# | *#pˈɑlːɑ# | *#pˈɑlːɑ# | *#pˈɑlːɑ# | *#pˈaːlːə# {GOLD: >*} | *#pˈaːlˠə# {GOLD: >*} | *#pˈalˠə# {GOLD: >*} | *#pˈalˠə# | *#pˈalˠə# {GOLD: #pˈalˠə#}
718    | #pˈɑlliɑ# | *#pˈɑlːɑ# | *#pˈɑlːɑ# | *#pˈɑlːɑ# | *#pˈɑlːɑ# | *#pˈɑlːɑ# | *#pˈaːlːə# {GOLD: #pˈaʎə#} | *#pˈaːlˠə# {GOLD: >*} | *#pˈalˠə# {GOLD: >*} | *#pˈalˠə# | *#pˈalˠə# {GOLD: #pˈajə#}
719    | #pˌɑlˈumbum# | *#pˌɑlːˈumbu# | *#pˌɑlːˈumbu# | *#pəlːˈumbu# | *#pəlːˈumbu# | *#pəlːˈumbu# | *#pəlːˈũːmb# {GOLD: >*} | *#pəlˠˈũːmb# {GOLD: >*} | *#pəlˠˈumb# {GOLD: >*} | *#pəlˠˈumb# | *#pəlˠˈumb# {GOLD: #pəlˠˈumb#}
720    | #pˈɑːkem# | *#pˈɑːke# | *#pˈɑkɛ# | *#pˈɛkɛ# | *#pˈɛcɛ# | *#pˈɛcɛ# | *#pˈɛc# {GOLD: >*} | *#pˈɛc# {GOLD: >*} | *#pˈɛc# {GOLD: >*} | *#pˈɛc# | *#pˈɛt͡ʃ# {GOLD: #pˈac#}
721    | #pˌɑːktˈɑːnioː# | *#pˌɑːktˈɑːɲoː# | *#pˌɑktˈɑɲø# | *#pəktˈɑɲɛ# | *#pəftˈɑɲɛ# | *#pəftˈɑɲɛ# | *#pəftˈãːɲ# {GOLD: >*} | *#pəftˈəːɲ# {GOLD: >*} | *#pəftˈəɲ# {GOLD: >*} | *#pəftˈəɲ# | *#pəftˈəɲ# {GOLD: #pajtˈɔj#}
722    | #pˈɑktoː# | *#pˈɑktoː# | *#pˈɑktø# | *#pˈɑktɛ# | *#pˈɑftɛ# | *#pˈɑftɛ# | *#pˈaːft# {GOLD: >*} | *#pˈaːft# {GOLD: >*} | *#pˈaft# {GOLD: >*} | *#pˈaft# | *#pˈaft# {GOLD: #pˈajt#}
723    | #pˌɑlˈɑːtium# | *#pˌɑlːˈɑːtju# | *#pˌɑlːˈɑtju# | *#pəlːˈɛtju# | *#pəlːˈɛ?1u# | *#pəlːˈɛ?1u# | *#pəlːˈɛ?1# {GOLD: >*} | *#pəlˠˈɛ?1# {GOLD: >*} | *#pəlˠˈɛ?1# {GOLD: >*} | *#pəlˠˈɛ?1# | *#pəlˠˈɛ?1# {GOLD: #pəlˠˈas#}
724    | #pˈɑːr# | *#pˈɑːr# | *#pˈɑr# | *#pˈɑr# | *#pˈɑr# | *#pˈɑr# | *#pˈaːr# {GOLD: >*} | *#pˈaːɾ# {GOLD: >*} | *#pˈaɾ# {GOLD: >*} | *#pˈaɾ# | *#pˈaɾ# {GOLD: #pˈaɾ#}
725    | #pˌɑrˈɑbolɑ# | *#pˌɑrˈɑəlːɑ# | *#pˌɑrˈɑlːɑ# | *#pərˈɑlːɑ# | *#pərˈɑlːɑ# | *#pərˈɑlːɑ# | *#pərˈaːlːə# {GOLD: >*} | *#pəɾˈaːlˠə# {GOLD: >*} | *#pəɾˈalˠə# {GOLD: >*} | *#pəɾˈalˠə# | *#pəɾˈalˠə# {GOLD: #pərˈalˠə#}
726    | ... | ... | ... | *#pərədˈiːzu# | *#pərədˈiːzu# | *#pərədˈiːzu# | *#pərdˈiːz# {GOLD: >*} | *#pəɾdˈiːz# {GOLD: >*} | *#pəɾdˈis# {GOLD: >*} | *#pəɾdˈis# | *#pəɾdˈis# {GOLD: #parˈiz#}
727    | #pˌɑrˈɑːnioː# | *#pˌɑrˈɑːɲoː# | *#pˌɑrˈɑɲø# | *#pərˈɑɲɛ# | *#pərˈɑɲɛ# | *#pərˈɑɲɛ# | *#pərˈãːɲ# {GOLD: >*} | *#pəɾˈəːɲ# {GOLD: >*} | *#pəɾˈəɲ# {GOLD: >*} | *#pəɾˈəɲ# | *#pəɾˈəɲ# {GOLD: #pɾˈɔj#}
728    | #pˌɑrˈɑːnioː# | *#pˌɑrˈɑːɲoː# | *#pˌɑrˈɑɲø# | *#pərˈɑɲɛ# | *#pərˈɑɲɛ# | *#pərˈɑɲɛ# | *#pərˈãːɲ# {GOLD: >*} | *#pəɾˈəːɲ# {GOLD: >*} | *#pəɾˈəɲ# {GOLD: >*} | *#pəɾˈəɲ# | *#pəɾˈəɲ# {GOLD: #puɾˈɔj#}
729    | #pˌɑrentˈɑːnioː# | *#pˌɑrentˈɑːɲoː# | *#pˌɑrɛntˈɑɲø# | *#pərəntˈɑɲɛ# | *#pərəndˈɑɲɛ# | *#pərəndˈɑɲɛ# | *#pərə̃ndˈãːɲ# {GOLD: >*} | *#pəɾə̃ndˈəːɲ# {GOLD: >*} | *#pəɾəndˈəɲ# {GOLD: >*} | *#pəɾəndˈəɲ# | *#pəɾənˈəɲ# {GOLD: #pɛɾəndˈɔj#}
730    | #pˌɑrˈentem# | *#pˌɑrˈente# | *#pˌɑrˈɛntɛ# | *#pərˈintɛ# | *#pərˈindɛ# | *#pərˈindɛ# | *#pərˈĩːnd# {GOLD: >*} | *#pəɾˈĩːnd# {GOLD: >*} | *#pəɾˈind# {GOLD: >*} | *#pəɾˈind# | *#pəɾˈin# {GOLD: #pɾˈind#}
731    | #frˌɑseˈolum# | *#frˌɑsjˈolːu# | *#frˌɑsjˈolːu# | *#frəsjˈuo̯lːu# | *#frəʃjˈuo̯lːu# | *#frəʃjˈuo̯lːu# | *#frəʃjˈuo̯lː# {GOLD: #fɾaʃˈuo̯lˠ#} | *#fɾəʃjˈua̯lˠ# {GOLD: >*} | *#fɾəʃjˈua̯lˠ# {GOLD: >*} | *#fɾəʃjˈua̯lˠ# | *#fɾəʃjˈua̯lˠ# {GOLD: #fɾaʃˈua̯lˠ#}
732    | #fˌɑseˈolum# | *#fˌɑsjˈolːu# | *#fˌɑsjˈolːu# | *#fəsjˈuo̯lːu# | *#fəʃjˈuo̯lːu# | *#fəʃjˈuo̯lːu# | *#fəʃjˈuo̯lː# {GOLD: #faʃˈuo̯lˠ#} | *#fəʃjˈua̯lˠ# {GOLD: >*} | *#fəʃjˈua̯lˠ# {GOLD: >*} | *#fəʃjˈua̯lˠ# | *#fəʃjˈua̯lˠ# {GOLD: #faʃˈua̯lˠ#}
733    | ... | ... | *#pˈɑskɑ# | *#pˈɑskɑ# | *#pˈɑʃkɑ# | *#pˈɑʃkɑ# | *#pˈaːʃkə# {GOLD: >*} | *#pˈaːʃkə# {GOLD: >*} | *#pˈaʃkə# {GOLD: >*} | *#pˈat͡ʃkə# | *#pˈat͡ʃkə# {GOLD: #pˈaʃkə#}
734    | #pˈɑssum# | *#pˈɑssu# | *#pˈɑssu# | *#pˈɑssu# | *#pˈɑʃʃu# | *#pˈɑʃʃu# | *#pˈaːʃʃ# {GOLD: >*} | *#pˈaːʃʃ# {GOLD: >*} | *#pˈaʃʃ# {GOLD: >*} | *#pˈat͡ʃʃ# | *#pˈat͡ʃʃ# {GOLD: #pˈaʃ#}
735    | #pˈɑstikɑ# | *#pˈɑstəkɑ# | *#pˈɑstkɑ# | *#pˈɑstkɑ# | *#pˈɑʃtkɑ# | *#pˈɑʃtkɑ# | *#pˈaːʃtkə# {GOLD: >*} | *#pˈaːʃtkə# {GOLD: >*} | *#pˈaʃtkə# {GOLD: >*} | *#pˈat͡ʃtkə# | *#pˈat͡ʃtkə# {GOLD: #bjˈɛʃkə#}
736    | #pˌɑstuːrˈɑːkum# | *#pˌɑstuːrˈɑːku# | *#pˌɑstyrˈɑku# | *#pəstərˈɑku# | *#pəʃtərˈɑku# | *#pəʃtərˈɑku# | *#pəʃtərˈak# {GOLD: >*} | *#pəʃtəɾˈak# {GOLD: >*} | *#pəʃtəɾˈak# {GOLD: >*} | *#pət͡ʃtəɾˈak# | *#pət͡ʃtəɾˈak# {GOLD: #paʃtɾˈak#}
737    | #pˌɑtiˈɑːnioː# | *#pˌɑtjˈɑːɲoː# | *#pˌɑtjˈɑɲø# | *#pətjˈɑɲɛ# | *#pə?1ˈɑɲɛ# | *#pə?1ˈɑɲɛ# | *#pə?1ˈãːɲ# {GOLD: >*} | *#pə?1ˈəːɲ# {GOLD: >*} | *#pə?1ˈəɲ# {GOLD: >*} | *#pə?1ˈəɲ# | *#pə?1ˈəɲ# {GOLD: #pəsˈɔj#}
738    | #pˌɑwˈiːkulɑ# | *#pˌɑˈiːkəlːɑ# | *#pˌɑˈiklːɑ# | *#pəˈiklːɑ# | *#pəˈiklːɑ# | *#pəˈiklːɑ# | *#pˈiːklːə# {GOLD: >*} | *#pˈiːklˠə# {GOLD: #pˈyʎkə#} | *#pˈiklˠə# {GOLD: >*} | *#pˈiklˠə# | *#pˈiklˠə# {GOLD: #pˈykə#}
739    | #pˈɑwkum# | *#pˈɑwku# | *#pˈɑwku# | *#pˈɑku# | *#pˈɑku# | *#pˈɑku# | *#pˈak# {GOLD: >*} | *#pˈak# {GOLD: >*} | *#pˈak# {GOLD: >*} | *#pˈak# | *#pˈak# {GOLD: #pˈak#}
740    | ... | ... | *#pˈɑwlu# | *#pˈɑlu# | *#pˈɑlu# | *#pˈɑlu# | *#pˈaːl# {GOLD: >*} | *#pˈaːl# {GOLD: #pˈaːl#} | *#pˈal# {GOLD: >*} | *#pˈal# | *#pˈal# {GOLD: #pˈal#}
741    | #pˌɑwlˈonioː# | *#pˌɑwlˈoɲoː# | *#pˌɑwlˈoɲø# | *#pəlˈɔɲɛ# | *#pəlˈɔɲɛ# | *#pəlˈɔɲɛ# | *#pəlˈɔ̃ːɲ# {GOLD: >*} | *#pəlˈɔ̃ːɲ# {GOLD: >*} | *#pəlˈɔɲ# {GOLD: >*} | *#pəlˈɔɲ# | *#pəlˈɔɲ# {GOLD: #palˠˈɔj#}
742    | #pˌɑːwulˈoːnem# | *#pˌɑːulːˈoːne# | *#pˌɑulːˈonɛ# | *#pəəlːˈye̯nɛ# | *#pəəlːˈye̯nɛ# | *#pəəlːˈye̯nɛ# | *#pəəlːˈye̯n# {GOLD: >*} | *#pəəlˠˈye̯n# {GOLD: >*} | *#pəəlˠˈye̯n# {GOLD: >*} | *#pəəlˠˈye̯n# | *#pəəlˠˈye̯n# {GOLD: #palˠˈua̯#}
743    | #pˌɑwsˈɑːnioː# | *#pˌɑwsˈɑːɲoː# | *#pˌɑwsˈɑɲø# | *#pəsˈɑɲɛ# | *#pəʃˈɑɲɛ# | *#pəʃˈɑɲɛ# | *#pəʃˈãːɲ# {GOLD: >*} | *#pəʃˈəːɲ# {GOLD: >*} | *#pəʃˈəɲ# {GOLD: >*} | *#pəʃˈəɲ# | *#pəʃˈəɲ# {GOLD: #puʃˈɔj#}
744    | #pˈedikɑ# | *#pˈedəkɑ# | *#pˈɛdkɑ# | *#pjˈɛdkɑ# | *#pjˈɛtkɑ# | *#pjˈɛtkɑ# | *#pjˈɛtkə# {GOLD: >*} | *#pjˈɛtkə# {GOLD: >*} | *#pjˈɛtkə# {GOLD: >*} | *#pjˈɛtkə# | *#pjˈɛtkə# {GOLD: #pjˈɛkə#}
745    | #pˈendikɑ# | *#pˈendəkɑ# | *#pˈɛndkɑ# | *#pjˈɛndkɑ# | *#pjˈɛndkɑ# | *#pjˈɛndkɑ# | *#pjˈɛ̃ːndkə# {GOLD: >*} | *#pjˈɛ̃ːndkə# {GOLD: #pˈɛːŋɡə#} | *#pjˈɛndkə# {GOLD: >*} | *#pjˈɛndkə# | *#pjˈɛnkə# {GOLD: #pˈɛŋɡə#}
746    | ... | ... | ... | *#pˈiktjɑ# | *#pˈif?1ɑ# | *#pˈif?1ɑ# | *#pˈiːf?1ə# {GOLD: >*} | *#pˈiːf?1ə# {GOLD: >*} | *#pˈif?1ə# {GOLD: >*} | *#pˈif?1ə# | *#pˈif?1ə# {GOLD: #pˈitɛ#}
747    | #pˌekˈulium# | *#pˌekˈuʎu# | *#pˌɛkˈuʎu# | *#pəkˈyʎu# | *#pəcˈyʎu# | *#pəcˈyʎu# | *#pəcˈyːʎ# {GOLD: >*} | *#pəcˈyːʎ# {GOLD: >*} | *#pəcˈyj# {GOLD: >*} | *#pəcˈyj# | *#pət͡ʃˈyj# {GOLD: #pɛkˈul#}
748    | #pˈeːnsɑm# | *#pˈeːsɑ# | *#pˈisɑ# | *#pˈisɑ# | *#pˈiʃɑ# | *#pˈiʃɑ# | *#pˈiːʃə# {GOLD: >*} | *#pˈiːʃə# {GOLD: >*} | *#pˈiʃə# {GOLD: >*} | *#pˈiʃə# | *#pˈiʃə# {GOLD: #pˈɛʃə#}
749    | #pˌeːnsˈɑːnioː# | *#pˌeːsˈɑːɲoː# | *#pˌisˈɑɲø# | *#pəsˈɑɲɛ# | *#pəʃˈɑɲɛ# | *#pəʃˈɑɲɛ# | *#pəʃˈãːɲ# {GOLD: >*} | *#pəʃˈəːɲ# {GOLD: >*} | *#pəʃˈəɲ# {GOLD: >*} | *#pəʃˈəɲ# | *#pəʃˈəɲ# {GOLD: #pɛʃˈɔj#}
750    | #pˈepinem# | *#pˈepəne# | *#pˈɛpnɛ# | *#pˈipnɛ# | *#pˈipnɛ# | *#pˈipnɛ# | *#pˈipn# {GOLD: #pjˈɛpəɾ̃ə#} | *#pˈipn# {GOLD: >*} | *#pˈipn# {GOLD: >*} | *#pˈipn# | *#pˈipn# {GOLD: #pjˈɛpəɾ#}
751    | #pˌer# | *#pˌer# | *#pˌɛr# | *#pər# | *#pər# | *#pər# | *#pər# {GOLD: >*} | *#pəɾ# {GOLD: >*} | *#pəɾ# {GOLD: >*} | *#pəɾ# | *#pəɾ# {GOLD: #pəɾ#}
752    | #pˈerɡulɑm# | *#pˈerɡəlːɑ# | *#pˈɛrɡlːɑ# | *#pjˈɛrɡlːɑ# | *#pjˈɛrɡlːɑ# | *#pjˈɛrɡlːɑ# | *#pjˈɛːrɡlːə# {GOLD: #pjˈɛɾɡulˠə#} | *#pjˈɛːɾɡlˠə# {GOLD: >*} | *#pjˈɛɾɡlˠə# {GOLD: >*} | *#pjˈɛɾɡlˠə# | *#pjˈɛɾɡlˠə# {GOLD: #pjˈɛɾɡulˠ#}
753    | #pˌerhˈoːrɑm# | *#pˌerhˈoːrɑ# | *#pˌɛrhˈorɑ# | *#pərhˈɔrɑ# | *#pərhˈɔrɑ# | *#pərhˈɔrɑ# | *#pərhˈɔːrə# {GOLD: >*} | *#pəɾhˈɔːɾə# {GOLD: >*} | *#pəɾhˈɔɾə# {GOLD: >*} | *#pəɾhˈɔɾə# | *#pəɾhˈɔɾə# {GOLD: #pəɾhˈɛɾə#}
754    | #pˌerˌindulˈeːnioː# | *#pˌerˌinduʎˈeːɲoː# | *#pˌɛrˌenduʎˈeɲø# | *#pərəndəʎˈɛɲɛ# | *#pərəndəʎˈɛɲɛ# | *#pərəndəʎˈɛɲɛ# | *#pərə̃ndəʎˈɛ̃ːɲ# {GOLD: >*} | *#pəɾə̃ndəʎˈɛ̃ːɲ# {GOLD: >*} | *#pəɾəndəjˈɛɲ# {GOLD: >*} | *#pəɾəndəjˈɛɲ# | *#pəɾənəjˈɛɲ# {GOLD: #pəɾdəlˠˈɛj#}
755    | #ˌindˌulˈeːnioː# | *#ˌindˌuʎˈeːɲoː# | *#ˌendˌuʎˈeɲø# | *#əndəʎˈɛɲɛ# | *#əndəʎˈɛɲɛ# | *#əndəʎˈɛɲɛ# | *#hə̃ndəʎˈɛ̃ːɲ# {GOLD: >*} | *#hə̃ndəʎˈɛ̃ːɲ# {GOLD: >*} | *#həndəjˈɛɲ# {GOLD: >*} | *#həndəjˈɛɲ# | *#hənəjˈɛɲ# {GOLD: #ndəlˠˈɛj#}
756    | #pˌerlˌɑwˈɑntem# | *#pˌelːˌɑˈɑnte# | *#pˌɛlːˌɑˈɑntɛ# | *#pəlːəˈɛntɛ# | *#pəlːəˈɛndɛ# | *#pəlːəˈɛndɛ# | *#pəlːˈɛ̃ːnd# {GOLD: #pulˠˈɑ̃nt#} | *#pəlˠˈɛ̃ːnd# {GOLD: >*} | *#pəlˠˈɛnd# {GOLD: >*} | *#pəlˠˈɛnd# | *#pəlˠˈɛn# {GOLD: #pulˠˈənd#}
757    | #pˌerpˌɑrˈɑːnioː# | *#pˌerpˌɑrˈɑːɲoː# | *#pˌɛrpˌɑrˈɑɲø# | *#pərpərˈɑɲɛ# | *#pərpərˈɑɲɛ# | *#pərpərˈɑɲɛ# | *#pərpərˈãːɲ# {GOLD: >*} | *#pəɾpəɾˈəːɲ# {GOLD: >*} | *#pəɾpəɾˈəɲ# {GOLD: >*} | *#pəɾpəɾˈəɲ# | *#pəɾpəɾˈəɲ# {GOLD: #puprˈɔj#}
758    | #pˌerpˌɑrˈɑːnioː# | *#pˌerpˌɑrˈɑːɲoː# | *#pˌɛrpˌɑrˈɑɲø# | *#pərpərˈɑɲɛ# | *#pərpərˈɑɲɛ# | *#pərpərˈɑɲɛ# | *#pərpərˈãːɲ# {GOLD: >*} | *#pəɾpəɾˈəːɲ# {GOLD: >*} | *#pəɾpəɾˈəɲ# {GOLD: >*} | *#pəɾpəɾˈəɲ# | *#pəɾpəɾˈəɲ# {GOLD: #pəɾpaɾˈɔj#}
759    | #pˌerwˌiɡilˈɑːnioː# | *#pˌerbˌiɡilːˈɑːɲoː# | *#pˌɛrbˌeɡelːˈɑɲø# | *#pərbəɡəlːˈɑɲɛ# | *#pərbəɡəlːˈɑɲɛ# | *#pərbəɡəlːˈɑɲɛ# | *#pərbəɡəlːˈãːɲ# {GOLD: >*} | *#pəɾbəɡəlˠˈəːɲ# {GOLD: >*} | *#pəɾbəɡəlˠˈəɲ# {GOLD: >*} | *#pəɾbəɡəlˠˈəɲ# | *#pəɾbəɡəlˠˈəɲ# {GOLD: #pəɾɟˈɔj#}
760    | #pˌessikˈɑːnioː# | *#pˌessikˈɑːɲoː# | *#pˌɛssekˈɑɲø# | *#pəssəkˈɑɲɛ# | *#pəʃʃəkˈɑɲɛ# | *#pəʃʃəkˈɑɲɛ# | *#pəʃʃəkˈãːɲ# {GOLD: >*} | *#pəʃʃəkˈəːɲ# {GOLD: >*} | *#pəʃʃəkˈəɲ# {GOLD: >*} | *#pət͡ʃʃəkˈəɲ# | *#pət͡ʃʃəkˈəɲ# {GOLD: #pəʃkˈɔj#}
