etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Standard Albanian | Output {GOLD}
846    | ... | ... | ... | ... | *#dˌeːpˌositˈɑːɲoː# | *#dˌepˌosetˈɑɲø# | *#dəpəsətˈɑɲɛ# | *#dəpəʃətˈɑɲɛ# | *#dəpəʃətˈɑɲɛ# | *#dəpəʃətˈãːɲ# {GOLD: >*} | *#dəpəʃətˈəːɲ# {GOLD: >*} | *#dəpəʃətˈəɲ# {GOLD: >*} | *#dəpəʃətˈəɲ# | *#dəpəʃətˈəɲ# {GOLD: #dəʃtˈɔj#}
847    | ... | ... | ... | ... | ... | ... | ... | *#dˌɛʃnˈit͡sɑ# | *#dˌɛʃnˈit͡sɑ# | *#dˌɛʒnˈiːt͡sə# {GOLD: #dˌɪʃnˈit͡sə#} | *#dˌɛʒnˈiːt͡sə# {GOLD: >*} | *#dəʒnˈit͡sə# {GOLD: >*} | *#dəʒnˈit͡sə# | *#dəʒnˈit͡sə# {GOLD: #dəʃnˈit͡sə#}
848    | ... | ... | ... | ... | *#ˌintˌestimˈɑːɲoː# | *#ˌentˌɛstemˈɑɲø# | *#əntəstəmˈɑɲɛ# | *#əntəʃtəmˈɑɲɛ# | *#əntəʃtəmˈɑɲɛ# | *#hə̃ntəʃtə̃mˈãːɲ# {GOLD: >*} | *#hə̃ntəʃtə̃mˈəːɲ# {GOLD: >*} | *#həntəʃtəmˈəɲ# {GOLD: >*} | *#həntət͡ʃtəmˈəɲ# | *#həntət͡ʃtəmˈəɲ# {GOLD: #dəʃmˈɔj#}
849    | ... | ... | ... | ... | *#dˌeːitˈɑːɲoː# | *#dˌeetˈɑɲø# | *#dəətˈɑɲɛ# | *#dəətˈɑɲɛ# | *#dəətˈɑɲɛ# | *#dəətˈãːɲ# {GOLD: >*} | *#dəətˈəːɲ# {GOLD: #dɛtˈɔ̃ɲ#} | *#dəətˈəɲ# {GOLD: >*} | *#dəətˈəɲ# | *#dəətˈəɲ# {GOLD: #dətˈɔj#}
850    | ... | ... | ... | ... | *#dˌeːitˌoːrˈitju# | *#dˌeetˌørˈetju# | *#dəətərˈitju# | *#dəətərˈi?1u# | *#dəətərˈi?1u# | *#dəətərˈi?1# {GOLD: >*} | *#dəətəɾˈi?1# {GOLD: >*} | *#dəətəɾˈi?1# {GOLD: #dətˈɔɾəs#} | *#dəətəɾˈi?1# | *#dəətəɾˈi?1# {GOLD: #dətˈɔɾəs#}
851    | ... | ... | ... | ... | *#dˌɑmnˈɑːɲoː# | *#dˌɑmnˈɑɲø# | *#dəmnˈɑɲɛ# | *#dəmnˈɑɲɛ# | *#dəmnˈɑɲɛ# | *#də̃mnˈãːɲ# {GOLD: #dəmnˈɔ̃ɲ#} | *#də̃mnˈəːɲ# {GOLD: >*} | *#dəmnˈəɲ# {GOLD: >*} | *#dəmnˈəɲ# | *#dəmnˈəɲ# {GOLD: #dənˈɔj#}
852    | ... | ... | ... | ... | *#dˌeːʎˌiːerˈɑːɲoː# | *#dˌeʎˌiɛrˈɑɲø# | *#dəʎəərˈɑɲɛ# | *#dəʎəərˈɑɲɛ# | *#dəʎəərˈɑɲɛ# | *#dəʎəərˈãːɲ# {GOLD: >*} | *#dəʎəəɾˈəːɲ# {GOLD: >*} | *#dəjəəɾˈəɲ# {GOLD: >*} | *#dəjəəɾˈəɲ# | *#dəjəəɾˈəɲ# {GOLD: #dəliɾˈɔj#}
853    | ... | ... | ... | ... | *#dˌeːʎˌeːɡˈɑːɲoː# | *#dˌeʎˌeɡˈɑɲø# | *#dəʎəɡˈɑɲɛ# | *#dəʎəɡˈɑɲɛ# | *#dəʎəɡˈɑɲɛ# | *#dəʎɡˈãːɲ# {GOLD: >*} | *#dəʎɡˈəːɲ# {GOLD: >*} | *#dəjɡˈəɲ# {GOLD: >*} | *#dəjɡˈəɲ# | *#dəjɡˈəɲ# {GOLD: #dəɾɡˈɔj#}
854    | ... | ... | ... | ... | *#dˌiːriɡˈɑːɲoː# | *#dˌireɡˈɑɲø# | *#dərəɡˈɑɲɛ# | *#dərəɡˈɑɲɛ# | *#dərəɡˈɑɲɛ# | *#dərɡˈãːɲ# {GOLD: >*} | *#dəɾɡˈəːɲ# {GOLD: >*} | *#dəɾɡˈəɲ# {GOLD: >*} | *#dəɾɡˈəɲ# | *#dəɾɡˈəɲ# {GOLD: #dəɾɡˈɔj#}
855    | ... | ... | ... | ... | *#dˌeːrˌɑːmˈɑːɲoː# | *#dˌerˌɑmˈɑɲø# | *#dərəmˈɑɲɛ# | *#dərəmˈɑɲɛ# | *#dərəmˈɑɲɛ# | *#dərə̃mˈãːɲ# {GOLD: >*} | *#dəɾə̃mˈəːɲ# {GOLD: >*} | *#dəɾəmˈəɲ# {GOLD: >*} | *#dəɾəmˈəɲ# | *#dəɾəmˈəɲ# {GOLD: #dəɾmˈɔj#}
856    | ... | ... | ... | ... | *#dˌiɡitˈɑːɲoː# | *#dˌejetˈɑɲø# | *#dəjətˈɑɲɛ# | *#dəjətˈɑɲɛ# | *#dəjətˈɑɲɛ# | *#dəjətˈãːɲ# {GOLD: #dˌɪftˈɔ̃ɲ#} | *#dəjətˈəːɲ# {GOLD: >*} | *#dəjətˈəɲ# {GOLD: >*} | *#dəjətˈəɲ# | *#dəjətˈəɲ# {GOLD: #dəftˈɔj#}
857    | ... | ... | ... | ... | *#ˌindˌiktˈɑːɲoː# | *#ˌendˌejtˈɑɲø# | *#əndəjtˈɑɲɛ# | *#əndəjtˈɑɲɛ# | *#əndəjtˈɑɲɛ# | *#hə̃ndəjtˈãːɲ# {GOLD: >*} | *#hə̃ndəjtˈəːɲ# {GOLD: >*} | *#həndəjtˈəɲ# {GOLD: >*} | *#həndəjtˈəɲ# | *#hənəjtˈəɲ# {GOLD: #dəftˈɔj#}
858    | ... | ... | ... | ... | *#dˈɑmnu# | *#dˈɑmnu# | *#dˈɑmnu# | *#dˈɑmnu# | *#dˈɑmnu# | *#dˈãːmn# {GOLD: #dˈɑ̃ːm#} | *#dˈəːmn# {GOLD: >*} | *#dˈəmn# {GOLD: >*} | *#dˈəmn# | *#dˈəmn# {GOLD: #dˈəm#}
859    | ... | ... | ... | ... | *#dˌeːitˈuːrɑ# | *#dˌeetˈyrɑ# | *#dəətˈyrɑ# | *#dəətˈyrɑ# | *#dəətˈyrɑ# | *#dəətˈyːrə# {GOLD: >*} | *#dəətˈyːɾə# {GOLD: >*} | *#dəətˈyɾə# {GOLD: >*} | *#dəətˈyɾə# | *#dəətˈyɾə# {GOLD: #dɛtˈyɾə#}
860    | ... | ... | ... | ... | *#dˌeːitˈoːre# | *#dˌeetˈorɛ# | *#dəətˈye̯rɛ# | *#dəətˈye̯rɛ# | *#dəətˈye̯rɛ# | *#dəətˈye̯r# {GOLD: #dɛtˈuo̯ɾ#} | *#dəətˈye̯ɾ# {GOLD: >*} | *#dəətˈye̯ɾ# {GOLD: #dɛtˈua̯ɾ#} | *#dəətˈye̯ɾ# | *#dəətˈye̯ɾ# {GOLD: #dɛtˈua̯ɾ#}
861    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌɛlbtˈĩːnə# {GOLD: >*} | *#dˌɛlbtˈĩːɾə# {GOLD: >*} | *#dəlbtˈiɾə# {GOLD: >*} | *#dəlbtˈiɾə# | *#dəlbtˈiɾə# {GOLD: #dɛltˈinə#}
862    | ... | ... | ... | ... | *#dˌeːpˌenetrˈɑːɲoː# | *#dˌepˌɛnɛtrˈɑɲø# | *#dəpəntrˈɑɲɛ# | *#dəpəndrˈɑɲɛ# | *#dəpəndrˈɑɲɛ# | *#dəpə̃ndrˈãːɲ# {GOLD: >*} | *#dəpə̃ndɾˈəːɲ# {GOLD: >*} | *#dəpəndɾˈəɲ# {GOLD: >*} | *#dəpəndɾˈəɲ# | *#dəpənɾˈəɲ# {GOLD: #dɛpəɾtˈɔj#}
863    | ... | ... | ... | ... | *#dˈiɲɑ# | *#dˈeɲɑ# | *#dˈɛɲɑ# | *#dˈɛɲɑ# | *#dˈɛɲɑ# | *#dˈɛ̃ːɲə# {GOLD: >*} | *#dˈɛ̃ːɲə# {GOLD: >*} | *#dˈɛɲə# {GOLD: >*} | *#dˈɛɲə# | *#dˈɛɲə# {GOLD: #dˈɛɲə#}
864    | ... | ... | ... | ... | ... | ... | *#dəˈɑβɔlu# | *#dəˈɑβɔlu# | *#dəˈɑβɔlu# | *#dˈaːvɔl# {GOLD: #djˈaːlˠ#} | *#dˈaːvɔl# {GOLD: #djˈaːlˠ#} | *#dˈavɔl# {GOLD: >*} | *#dˈavɔl# | *#dˈavɔl# {GOLD: #djˈalˠ#}
865    | ... | ... | ... | *#dˈepon# | *#dˈepo# | *#dˈɛpo# | *#djˈɛpɔ# | *#?1̬ˈɛpɔ# | *#?1̬ˈɛpɔ# | *#?1̬ˈɛp# {GOLD: >*} | *#?1̬ˈɛp# {GOLD: >*} | *#?1̬ˈɛp# {GOLD: >*} | *#?1̬ˈɛp# | *#?1̬ˈɛp# {GOLD: #djˈɛp#}
866    | ... | ... | ... | ... | *#dˈɛməne# | *#dˈɛmnɛ# | *#dˈimnɛ# | *#dˈimnɛ# | *#dˈimnɛ# | *#dˈĩːmn# {GOLD: #djˈɛ̃mə̃ɾ̃ə#} | *#dˈĩːmn# {GOLD: >*} | *#dˈimn# {GOLD: >*} | *#dˈimn# | *#dˈimn# {GOLD: #djˈɛməɾ#}
867    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌixˈat# {GOLD: >*} | *#dˌihˈat# {GOLD: >*} | *#dəhˈat# {GOLD: >*} | *#dəhˈat# | *#dəhˈat# {GOLD: #dihˈat#}
868    | ... | ... | ... | ... | *#dˌeːkˌɑptˈɑːɲoː# | *#dˌekˌɑptˈɑɲø# | *#dəkəptˈɑɲɛ# | *#dəkəftˈɑɲɛ# | *#dəkəftˈɑɲɛ# | *#dəkəftˈãːɲ# {GOLD: >*} | *#dəkəftˈəːɲ# {GOLD: >*} | *#dəkəftˈəɲ# {GOLD: #dikətˈɔɲ#} | *#dəkəftˈəɲ# | *#dəkəftˈəɲ# {GOLD: #diktˈɔj#}
869    | ... | ... | ... | ... | *#dˈiskɑ# | *#dˈeskɑ# | *#dˈɛskɑ# | *#dˈɛʃkɑ# | *#dˈɛʃkɑ# | *#dˈɛːʃkə# {GOLD: >*} | *#dˈɛːʃkə# {GOLD: >*} | *#dˈɛʃkə# {GOLD: >*} | *#dˈɛt͡ʃkə# | *#dˈɛt͡ʃkə# {GOLD: #dˈiʃkə#}
870    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈiːrə# {GOLD: >*} | *#dˈiːɾə# {GOLD: >*} | *#dˈiɾə# {GOLD: >*} | *#dˈiɾə# | *#dˈiɾə# {GOLD: #dˈiɾə#}
871    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈɪbrə# {GOLD: >*} | *#dˈɪbɾə# {GOLD: >*} | *#dˈɪbɾə# {GOLD: >*} | *#dˈɪbɾə# | *#dˈɪbɾə# {GOLD: #dˈibəɾ#}
872    | ... | ... | ... | ... | ... | ... | ... | *#dˈɪbrjʊ# | *#dˈɪbrjʊ# | *#dˈɪbrj# {GOLD: #dˈibər#} | *#dˈɪbɾj# {GOLD: >*} | *#dˈɪbɾj# {GOLD: >*} | *#dˈɪbɾj# | *#dˈɪbɾj# {GOLD: #dˈibər#}
873    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌalˈĩːnə# {GOLD: >*} | *#dˌalˈĩːɾə# {GOLD: >*} | *#dəlˈiɾə# {GOLD: >*} | *#dəlˈiɾə# | *#dəlˈiɾə# {GOLD: #dɔlˈinə#}
874    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌabˈit# {GOLD: >*} | *#dˌabˈit# {GOLD: >*} | *#dəbˈit# {GOLD: >*} | *#dəbˈit# | *#dəbˈit# {GOLD: #dɔbˈit#}
875    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈajkə# {GOLD: >*} | *#dˈajkə# {GOLD: >*} | *#dˈajkə# {GOLD: >*} | *#dˈajkə# | *#dˈajkə# {GOLD: #dˈɔjkə#}
876    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈab# {GOLD: >*} | *#dˈab# {GOLD: >*} | *#dˈab# {GOLD: >*} | *#dˈab# | *#dˈab# {GOLD: #dˈɔb#}
877    | ... | ... | ... | ... | *#dˌolːˈoːre# | *#dˌolːˈorɛ# | *#dəlːˈye̯rɛ# | *#dəlːˈye̯rɛ# | *#dəlːˈye̯rɛ# | *#dəlːˈye̯r# {GOLD: #dulˠˈyø̯#} | *#dəlˠˈye̯ɾ# {GOLD: >*} | *#dəlˠˈye̯ɾ# {GOLD: #dulˠˈye̯#} | *#dəlˠˈye̯ɾ# | *#dəlˠˈye̯ɾ# {GOLD: #dulˠˈye̯#}
878    | ... | ... | ... | ... | *#dˌuplikˈɑːɲoː# | *#dˌuplekˈɑɲø# | *#dəpləkˈɑɲɛ# | *#dəpləkˈɑɲɛ# | *#dəpləkˈɑɲɛ# | *#dəpʎkˈãːɲ# {GOLD: #dˌulpəkˈɔ̃ɲ#} | *#dəpʎkˈəːɲ# {GOLD: >*} | *#dəpjkˈəɲ# {GOLD: >*} | *#dəpjkˈəɲ# | *#dəpjkˈəɲ# {GOLD: #dulpəkˈɔj#}
879    | ... | ... | ... | ... | ... | ... | *#dərˈɒɲɔ# | *#dərˈɒɲɔ# | *#dərˈɒɲɔ# | *#dərˈãːɲ# {GOLD: >*} | *#dəɾˈəːɲ# {GOLD: >*} | *#dəɾˈəɲ# {GOLD: >*} | *#dəɾˈəɲ# | *#dəɾˈəɲ# {GOLD: #duɾˈɔj#}
880    | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌɒ̃brˈɑj# | *#dˌãbrˈaj# {GOLD: #dumbɾˈɛː#} | *#dˌə̃bɾˈaj# {GOLD: >*} | *#dəbɾˈaj# {GOLD: >*} | *#dəbɾˈaj# | *#dəbɾˈaj# {GOLD: #dumbɾˈɛ#}
881    | ... | ... | ... | ... | *#dˈuke# | *#dˈukɛ# | *#dˈykɛ# | *#dˈycɛ# | *#dˈycɛ# | *#dˈyc# {GOLD: >*} | *#dˈyc# {GOLD: >*} | *#dˈyc# {GOLD: >*} | *#dˈyc# | *#dˈyt͡ʃ# {GOLD: #dˈuc#}
882    | ... | ... | ... | *#dˌurrhˈɑcum# | *#dˌurːhˈɑcu# | *#dˌurːhˈɑcu# | *#dərːhˈɑcu# | *#dərːhˈɑcu# | *#dərːhˈɑcu# | *#dərːhˈac# {GOLD: >*} | *#dərhˈac# {GOLD: >*} | *#dərhˈac# {GOLD: >*} | *#dərhˈac# | *#dərhˈat͡ʃ# {GOLD: #dˈurəs#}
883    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈãbr# {GOLD: >*} | *#dˈə̃bɾ# {GOLD: >*} | *#dˈəbɾ# {GOLD: >*} | *#dˈəbɾ# | *#dˈəbɾ# {GOLD: #dˈumbəɾ#}
884    | ... | ... | ... | ... | *#drˌɑnkˈoːne# | *#drˌɑnkˈonɛ# | *#drənkˈye̯nɛ# | *#drənɟˈye̯nɛ# | *#drənɟˈye̯nɛ# | *#drə̃nɟˈye̯n# {GOLD: #dɾˌãnkˈuo̯#} | *#dɾə̃nɟˈye̯n# {GOLD: >*} | *#dɾənɟˈye̯n# {GOLD: >*} | *#dɾənɟˈye̯n# | *#dɾənɟˈye̯n# {GOLD: #dɾaɡˈua̯#}
885    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#drˈaɡə# {GOLD: >*} | *#dɾˈaɡə# {GOLD: >*} | *#dɾˈaɡə# {GOLD: >*} | *#dɾˈaɡə# | *#dɾˈaɡə# {GOLD: #dɾˈaɡə#}
886    | ... | ... | ... | *#drˈɑpɑnon# | *#drˈɑpəno# | *#drˈɑpno# | *#drˈɑpnɔ# | *#drˈɑpnɔ# | *#drˈɑpnɔ# | *#drˈapn# {GOLD: #dɾˈapə̃ɾ̃ə#} | *#dɾˈapn# {GOLD: >*} | *#dɾˈapn# {GOLD: >*} | *#dɾˈapn# | *#dɾˈapn# {GOLD: #dɾˈapəɾ#}
887    | ... | ... | ... | ... | ... | ... | ... | *#drˈɒ̃ɡʊ# | *#drˈɒ̃ɡʊ# | *#drˈãɡ# {GOLD: #dɾˈɑ̃nk#} | *#dɾˈə̃ɡ# {GOLD: >*} | *#dɾˈəɡ# {GOLD: >*} | *#dɾˈəɡ# | *#dɾˈəɡ# {GOLD: #dɾˈəŋɡ#}
888    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#drˌɛ̃mˈit# {GOLD: >*} | *#dɾˌɛ̃mˈit# {GOLD: >*} | *#dɾəmˈit# {GOLD: >*} | *#dɾəmˈit# | *#dɾəmˈit# {GOLD: #dɾɛmˈit#}
889    | ... | ... | ... | *#drˈɑniːn# | *#drˈɑniː# | *#drˈɑni# | *#drˈɛni# | *#drˈɛni# | *#drˈɛni# | *#drˈɛ̃ː# {GOLD: #dɾˈɛ̃ː#} | *#dɾˈɛ̃ː# {GOLD: >*} | *#dɾˈɛ# {GOLD: >*} | *#dɾˈɛ# | *#dɾˈɛ# {GOLD: #dɾˈɛ#}
890    | ... | ... | ... | ... | *#dˌiːrˈeːktu# | *#dˌirˈejtu# | *#dərˈijtu# | *#dərˈijtu# | *#dərˈijtu# | *#dərˈijt# {GOLD: #dəɾˈɛjt#} | *#dəɾˈijt# {GOLD: >*} | *#dəɾˈijt# {GOLD: >*} | *#dəɾˈijt# | *#dəɾˈijt# {GOLD: #dɾˈɛjt#}
891    | ... | ... | ... | ... | *#drˈɑkiː# | *#drˈɑki# | *#drˈɛki# | *#drˈɛci# | *#drˈɛci# | *#drˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# | *#dɾˈɛt͡ʃ# {GOLD: #dɾˈɛc#}
892    | ... | ... | ... | ... | *#drˌiːˈɑstu# | *#drˌiˈɑstu# | *#drəˈɑstu# | *#drəˈɑʃtu# | *#drəˈɑʃtu# | *#drˈaːʃt# {GOLD: #dɾˈiʃt#} | *#dɾˈaːʃt# {GOLD: >*} | *#dɾˈaʃt# {GOLD: >*} | *#dɾˈat͡ʃt# | *#dɾˈat͡ʃt# {GOLD: #dɾˈiʃt#}
893    | ... | ... | ... | *#drˈiːwɑston# | *#drˈiːəsto# | *#drˈisto# | *#drˈistɔ# | *#drˈiʃtɔ# | *#drˈiʃtɔ# | *#drˈiːʃt# {GOLD: >*} | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: >*} | *#dɾˈit͡ʃt# | *#dɾˈit͡ʃt# {GOLD: #dɾˈiʃt#}
894    | ... | ... | ... | ... | *#drˈiːnu# | *#drˈinu# | *#drˈinu# | *#drˈinu# | *#drˈinu# | *#drˈĩː# {GOLD: #dɾˈĩː#} | *#dɾˈĩː# {GOLD: ...} | ... {GOLD: ...} | ... | ... {GOLD: ...}
895    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#drˌabˈit# {GOLD: >*} | *#dɾˌabˈit# {GOLD: >*} | *#dɾəbˈit# {GOLD: >*} | *#dɾəbˈit# | *#dɾəbˈit# {GOLD: #dɾɔbˈit#}
896    | ... | ... | ... | ... | ... | ... | ... | *#drˈɒkʊ# | *#drˈɒkʊ# | *#drˈak# {GOLD: >*} | *#dɾˈak# {GOLD: >*} | *#dɾˈak# {GOLD: >*} | *#dɾˈak# | *#dɾˈak# {GOLD: #dɾˈɔk#}
897    | ... | ... | ... | ... | ... | ... | ... | *#drˈɒbɪnit͡sɑ# | *#drˈɒbɪnit͡sɑ# | *#drˈabnit͡sə# {GOLD: >*} | *#dɾˈabnit͡sə# {GOLD: >*} | *#dɾˈabnit͡sə# {GOLD: >*} | *#dɾˈabnit͡sə# | *#dɾˈabnit͡sə# {GOLD: #dɾˈɔmt͡sə#}
898    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌælˈikʊ# | *#t͡sˌælˈikʊ# | *#t͡sˌɛlˈik# {GOLD: >*} | *#t͡sˌɛlˈik# {GOLD: >*} | *#t͡səlˈik# {GOLD: >*} | *#t͡səlˈik# | *#t͡səlˈik# {GOLD: #t͡salˈik#}
899    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌarˈĩːnə# {GOLD: >*} | *#t͡sˌaɾˈĩːɾə# {GOLD: >*} | *#t͡səɾˈiɾə# {GOLD: >*} | *#t͡səɾˈiɾə# | *#t͡səɾˈiɾə# {GOLD: #t͡saɾˈinə#}
900    | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌarˈuxja# | *#t͡sˌarˈuxɛ# {GOLD: >*} | *#t͡sˌaɾˈuhɛ# {GOLD: >*} | *#t͡səɾˈuhɛ# {GOLD: >*} | *#t͡səɾˈuhɛ# | *#t͡səɾˈuhɛ# {GOLD: #t͡saɾˈucɛ#}
901    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈɑrɑ# | *#?2ˈɑrɑ# | *#?2ˈaːrə# {GOLD: >*} | *#?2ˈaːɾə# {GOLD: >*} | *#?2ˈaɾə# {GOLD: >*} | *#?2ˈaɾə# | *#?2ˈaɾə# {GOLD: #t͡sˈaɾə#}
902    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈɑrɪbɑ# | *#?2ˈɑrɪbɑ# | *#?2ˈaːrbə# {GOLD: >*} | *#?2ˈaːɾbə# {GOLD: >*} | *#?2ˈaɾbə# {GOLD: >*} | *#?2ˈaɾbə# | *#?2ˈaɾbə# {GOLD: #t͡sˈaɾbə#}
903    | ... | ... | ... | ... | ... | ... | ... | *#?2ˌɪrnˈidlʊ# | *#?2ˌɪrnˈidlʊ# | *#?2ˌɪrnˈidl# {GOLD: >*} | *#?2ˌɪrˈidl# {GOLD: >*} | *#?2ərˈidl# {GOLD: >*} | *#?2ərˈidl# | *#?2ərˈidl# {GOLD: #t͡səɾˈil#}
904    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌɛrʊnˈikʊ# | *#t͡sˌɛrʊnˈikʊ# | *#t͡sˌɛrnˈik# {GOLD: >*} | *#t͡sˌɛrˈik# {GOLD: >*} | *#t͡sərˈik# {GOLD: >*} | *#t͡sərˈik# | *#t͡sərˈik# {GOLD: #t͡sərˈik#}
905    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌɛ̃nˈit# {GOLD: >*} | *#t͡sˌɛ̃ɾˈit# {GOLD: >*} | *#t͡səɾˈit# {GOLD: >*} | *#t͡səɾˈit# | *#t͡səɾˈit# {GOLD: #t͡sɛnˈit#}
906    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈɪrmɑ# | *#?2ˈɪrmɑ# | *#?2ˈɪːrmə# {GOLD: >*} | *#?2ˈɪːɾmbə# {GOLD: >*} | *#?2ˈɪɾmbə# {GOLD: >*} | *#?2ˈɪɾmbə# | *#?2ˈɪɾmbə# {GOLD: #t͡sˈɛɾmə#}
907    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈitɑ# | *#?2ˈitɑ# | *#?2ˈitə# {GOLD: >*} | *#?2ˈitə# {GOLD: >*} | *#?2ˈitə# {GOLD: >*} | *#?2ˈitə# | *#?2ˈitə# {GOLD: #t͡sˈitə#}
908    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈubʊ# | *#?2ˈubʊ# | *#?2ˈub# {GOLD: >*} | *#?2ˈub# {GOLD: >*} | *#?2ˈub# {GOLD: >*} | *#?2ˈub# | *#?2ˈub# {GOLD: #t͡sˈub#}
909    | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɑnjɑ# | *#sˈãːnɛ# {GOLD: #sˈɑ̃jə#} | *#sˈəːɾɛ# {GOLD: >*} | *#sˈəɾɛ# {GOLD: >*} | *#sˈəɾɛ# | *#sˈəɾɛ# {GOLD: #sˈajə#}
910    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛ̃ːnə# {GOLD: >*} | *#sˈɛ̃ːɾə# {GOLD: >*} | *#sˈɛɾə# {GOLD: >*} | *#sˈɛɾə# | *#sˈɛɾə# {GOLD: #sˈanə#}
911    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sjˈãːnə# {GOLD: >*} | *#sjˈəːɾə# {GOLD: >*} | *#sjˈəɾə# {GOLD: >*} | *#sjˈəɾə# | *#sjˈəɾə# {GOLD: #sˈanə#}
912    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈabʎə# {GOLD: >*} | *#sˈabʎə# {GOLD: >*} | *#sˈabjə# {GOLD: >*} | *#sˈabjə# | *#sˈabjə# {GOLD: #sˈabjɛ#}
913    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛːlt͡sə# {GOLD: >*} | *#sˈɛːlt͡sə# {GOLD: >*} | *#sˈɛlt͡sə# {GOLD: >*} | *#sˈɛlt͡sə# | *#sˈɛlt͡sə# {GOLD: #sˈɛlt͡sə#}
914    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛːrə# {GOLD: >*} | *#sˈɛːɾə# {GOLD: >*} | *#sˈɛɾə# {GOLD: >*} | *#sˈɛɾə# | *#sˈɛɾə# {GOLD: #sˈɛɾə#}
915    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛ̃br# {GOLD: >*} | *#sˈɛ̃bɾ# {GOLD: >*} | *#sˈɛbɾ# {GOLD: >*} | *#sˈɛbɾ# | *#sˈɛbɾ# {GOLD: #sˈɛmbəɾ#}
916    | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌimmaxˈɔːrɔn# | *#sˌĩmmaxˈɔːrɔ̃# {GOLD: >*} | *#sˌĩmmbahˈɔːɾɔ̃# {GOLD: >*} | *#sˌimmbəhˈɔɾə# {GOLD: >*} | *#simmbəhˈɔɾə# | *#simmbəhˈɔɾə# {GOLD: #simahˈua̯ɾ#}
917    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈiːlə# {GOLD: >*} | *#sˈiːlə# {GOLD: >*} | *#sˈilə# {GOLD: >*} | *#sˈilə# | *#sˈilə# {GOLD: #sˈilˠə#}
918    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌɛ̃jˈit# {GOLD: >*} | *#sˌɛ̃jˈit# {GOLD: >*} | *#səjˈit# {GOLD: >*} | *#səjˈit# | *#səjˈit# {GOLD: #sˈit#}
919    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈitə# {GOLD: >*} | *#sˈitə# {GOLD: >*} | *#sˈitə# {GOLD: >*} | *#sˈitə# | *#sˈitə# {GOLD: #sˈitə#}
920    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# | *#sˈitkə# {GOLD: #sˈitkə#}
921    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# | *#sˈitkə# {GOLD: #sˈitkə#}
922    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌʊtˈĩːnə# {GOLD: >*} | *#sˌʊtˈĩːɾə# {GOLD: >*} | *#sətˈiɾə# {GOLD: >*} | *#sətˈiɾə# | *#sətˈiɾə# {GOLD: #sɔtˈinə#}
